"orig_address","orig_lat","orig_lng","dest_address","dest_lat","dest_lng","time_text","time_value","distance_text","distance_value","polyline"
"Eaglesham, AB T0H, Canada",55.782235,-117.88065,"Thrums, BC V1N, Canada",49.3541991,-117.5777446,"13 hours 40 mins",49179,"1,273 km",1272685,"_~msI`qnnU~oJ{j@I_wQ?gaUrAeeEtsA{gAv`@_zIcxBicV@a}n@FsuJjzAcaA~vNAnuPF~hMjZ`oAbxE`{JvRla\xaI`rYb{DltFrgCxhE~Zbyb@sw@tvJya@ztD{_DddB{bHjrIwxO~fUkvLfpRsgMzjJmxMtvMsbl@nqDajUlzAqsn@ngFg|g@rtHatJfs@yyQngDsy`@vzFuyLz}EurKzcEmkQ~m@muCgLy_K~n@{wG~lD|fAxqE`DvvPVxzApyC@huHErwDxe@h{Bt]Dnv@Fz\b@dVn\huAl{B~~Lx@jSdnCpbDnjAnfIabAx_IwTfyDog@yDmcWnpAwfD~gXEf|XlB~rPqfAbvGi^nvDgbFltG{|J~dFvi@nsEhwNtlCx`R|tKruM~jBhWz|BtzAx{FajHddFedGfjDlIr}EbmBhhHceA|lIyoPtyJ_dArz@mgDbgOktFz~FaqF`}ClqEsgDdkPtkAtmTiW|iK~wCj|Xa`Dto[uGtjTrt@ptN|eKdk^thKzgN~aCrrGhhFzrBhoFfyB|oAlyCdlEv{HvxGjhBtsFsuFxzEksAl~HqeBx{G`qI_CpgBqq@l}Qp|BluT`nBnvHtcAeeDflFvy@fsDo_EziHkrLrlMm{LrvKmgMpoG{nF||@kzFvjBqzKvwGmiDvlN}nGroGihEbxJc`LzuQsnYpwHgxQ~k@jmId{J~}Td~C|xGrsCxi@rvBg|DxnDwfH|pJ_cLd_Fk|Fr`GeoAlbDfxFj|DzfFlaBzz@`uB{Dr_IiiDlbEy}CniKeuNr_G_lApoAv[wKz|CjNxtChhDplD`{@~qJ|f@v|DlkDcj@dgDwxCf~Hk{DveL_eGxhRwoR~|FreA|b@niDtqDm{@bsHggB`uJsqB|fCsvD|aHw_LpuF_a@`fRn\j_JwqBdgBsx@v|G`IdnCjwCrtC}MljFyzBh`L_uGdgMerKtkBreCj~BhyFnqAsJveEx`IjuEzmGfaGzsHffC`mGn`D_}@`~AutA~i@bjAn`CaxEh|GkUhjJpqAbzEtiGl}DlrSxsCjzDloAun@rbEbgClkD`cDjnCjsD`p@nkJ}kEpeEanHfjOpdArzV~eD~tKl_Dvx@bv@buC}bA|yGimB|xBcgA|ePezA|cCh@l`BjPlbHuf@laH`hF~dS|n@jqNlWvuGrzDzqHhv@|bLz_G|yJw~@zzD{cIzsNc_HkgCavIdmDwlApoB`KhoGdh@vtH}aJnr^r_@dsLkuAvi@qjCyh@ekDxuAcyC{cBcyDcwG"
"Longview, AB T0L, Canada",50.5313419,-114.2337204,"Latchford, ON, Canada",47.329887,-79.810964,"1 day 7 hours",110631,"3,013 km",3012528,"{klsHvgfxTojEePcfEVc`@ceNkBird@J}jNorOfA_`Are@aaCkm_@sBwe{@aKqts@egIo~As{@_pIcbL_wGcvAsx_@hwDikVTw{JHki^ziAkyKjvDso@|kCkpGfiFuhJhhHwo_@`sGol`@x`Vyjo@htOayg@jxd@{~_AhqOytq@rlPqkg@f~Rg|^eyA}aZr_Dub_@fdBu_m@kvBc`\adCezkAgxBcjt@ohHq|s@icIer{AmnL}rl@g{GgfRgfMchv@siLemr@cyEigj@wyEmxb@|a@m}TwCy`]wjGk|h@kBgllAyzB_etAbqHi|Ylv@ygh@`fEipMkRkbq@FifoAcmCc}j@gmDueFcAwtRgwDwu]yyH{tuApK}kb@huG_|d@duKwzb@vXc|Zvq@srj@d}EugzArzKiccAdiYgdlAxrg@m}~Atlb@yxyAbp@{lo@mwH_uZ{cC{eQexGsrl@szA_u{CavBggg@g{DseKizC}su@`Aa{z@lqD_`MywCeoLp~Benm@plKwpgAtnCctj@fU{sMddMf]`zButFoqEenf@ejCuyZv}Mwub@nnOa|x@|vAgk~AdzAgviAmEavVihHc_U{aHgxTo{@{oQdx@w_TxZm`Q`~@u~]qoDiu[qjFuaNczB{y`@jh@{~HdkJ_wD{KauPyyCu_MofEa~TquHmjWnSasQfzAant@{jDerb@phFs}RjJkk`@Oobn@rtDqzFxlDyv]hqKgiSbjDseK~kCekGzfFeyAddEye`@rdE_sOdkK{oj@t`H{gh@ftS{h|@jwGesZv|BqeZ`dFgco@bfLouJt_E}kTxsIe}GbiD{hKkYsc\d`P_q^bpH{jo@rcSaw\t~KgzDxoHveAtzPz\xhD_hPvcEiuXlgEsna@xlJgjm@gxTmznAigNcbWqlDe_PcvVu_S_wKkiEczIcnZusPkpGkbEeyMmxMtwBsaWw{O}{F_bLsvQzeC{pDs}EeoCdzCawKy`GmmZ_i^}pF{id@wtAuvd@gdAeku@euB{qT~hEe}e@}`Biu[syPoen@|DgtyAi^maa@d~@ix_A|iBqec@zi@_fvAyl@}iuAnwDodt@l`BmkmAxke@{keEbni@so`DtaFcxlAt|Qqki@prIiz@lpF{lKb|Byi^u@ezVfeSycAlbJs}UbuKm`LrzOodHpiGrKjxRmk\xtNe}c@nwZi`c@~wYyfA~vJrr@pyM_oItiSahZbgGwsIbyZyb[~lCw_HxqNoQzwIoeRfcLwrHh`PvrCpaVf{I`lJxfJ"
"Girouxville, AB T0H, Canada",55.7539583,-117.3386639,"Armstrong, ON P0T, Canada",50.2956232,-89.0517589,"1 day 4 hours",99626,"2,560 km",2559593,"gmhsIrudkUz~D{KBcfHFih\hrXqq@`{RJtkErkC|sTxfFl~r@|qKbeMvaD`ah@cw@fgJmeQndFujK|`MasFlmWcgPdoLm}KfjH}~Wh{Iix^p`FecgApyHabf@lcFayF~n@uhVntLuqk@rsHm_Qj~Aive@bmQwce@zmLg|b@`s@eaR|fMsfg@`~Fumi@dhHibX|tBcdNdN}`IvnGePvqQHj^kkAp@_x]wIa|rAyaAqkf@blAed`AqA}tfB`gEitdA`zJ{jVu_@{|YxbFcvPnzHuac@t}Dqs`@lkJoiXusD{peAi`Ase~A~wH{b{@drBub_@jgCal\buLa}WphIm|W~|Dyh^z|Bihj@nwDgp[haPq}dAhfOkyy@zbN{rIzrG_vI~e@swMxe_@_vzAf{RarbAxzP_yl@jxEgtSviBct`@rt^{~r@xrDu~ElvKssIn_K{}Xd~D{g`@y`@ml\|eBy{Z~oBkay@v}I}fj@`uFuvw@tvKefcA|lA{zS`Qi}^zdDw~BbwAmrKwCu{IsgA{aMwK{haAt|Ia|n@zxLweh@lG}mh@duTqjo@ba]aiv@dop@wu_Bff]qom@|oEwcGfbFwa[|dLgbl@~~Ioom@d`@}lZf_^ma@||NqbSzXyff@vhCwdJtqG}ko@fxQ}myAp}L{lk@f{DmfPtgDgtAhUacnAzH{xaBljLqsv@b`EkbSlrKomQzbNki@vt@qoRrgAm~At`@amPmxAwn\jeKahaAxkDmjy@raCajWjQohDzhM`SpjAuz]keIohe@zrPecn@j`Mcwv@fk@}dz@`y@iykAftCc_QepAmgd@wrQanj@qkAgxZ|`C{fh@|e@{dZ}qGy~Tq|CgtGmb@{iIga@o_`@deCyoF~vFulBbg@edJmpDqyMCozHqrL_t\{iCgaXbtA_bYdpB{_h@yhGiySdxG}`[l@urnAhtDigG|PseTrxKsfSjcDypQjmH{kJhfHywDvmAgwPd|C{iTxoBidP~yMyvl@ld@guOrhE_kWxfV}}_AvpGauWzzBgu[~|B{qUoDerKvsFw`GbaKmsXvsLqpKrtA_id@~rG_nMr`Hkic@`iFo_]x}Aa}HunBkhDsmLc_Me{Iyo@oaGyvFgqIooNeyBanRgz@{nLwvD{zMmRy`RwDgxBc`Jeb@idSmkDghPyzOkmVygOq~P{bHcvGgx@cvCjzBoiIibFcq@jNurDtnEe_XojCwdGm{Ga`H`dD}lOhuAilCuyDg}Hah@ipEpfAkoEkoDk{DymGuz@~D"
"Wandering River, AB T0A, Canada",55.2015668,-112.4660805,"Évain, QC J0Z, Canada",48.2391479,-79.1285185,"1 day 8 hours",115045,"3,078 km",3078169,"yp|oI~_mmT|m^nqG~xSmp@~hFh}GjbM`hC`Y}vp@d}@yn^jjH}_]j|CqaEbrPtOldI}xA~XibMfjKwoGx~U{{O~dIgXto@}rLbgh@sPrnAovPlyDcx@h{JoqFvlX@jaCg}Rnv@erw@_PglrAvkB_oWpaMwtLtxDcpYroPu}H`s\{yA~h@ydq@rnCc|JjkFmd@vbLx^zbIa`D`cIDbKimChgBc~HfjEakN`rO{a_@|wFk`TplA_dw@piMyuv@nhPinlA`nGw~Wl|MciJ~sHakO`gf@sgzBphe@_umBxz@q_]lvT_le@v{Na{QvtCwkJdmHce@dU_dPzqGc|IfiGc~[~f@umm@jhCo}o@fpJso`BnkKqzv@~jJou}AhkF_|Gp@k_NmeAmrOgTopd@h`Dujw@`wQoqz@he@anc@tyHct\pwWofo@xzJajRjlXemu@xqMqe^v}p@ibjAz{^ybjBp_@spk@zj]ga@vtEs}GbkHobIphAu}_@xkF}fc@hjOoouAxrZsp~A`fEg}k@IixtAv{Aqe~@xpOya}@~_S}dTdpH{}G@gvGl|@glCnpBigIsnCsuLvkBysk@xyKmhdAl{B}tn@jc@_zN`cMr^~}BybFauDyud@ulDmz\lu^cvuAnhA}qaBpiB{jmAgdHgil@ufJydg@nmAwrf@ueBsyz@qqF}}Me|B_y`@zf@c_IphJs}DvSqkPepDy~L}bE}_U_xHyeWpLmwQzwAast@eoDsgb@vzFoql@Oc_v@`tDcnF`gDme^xtK}eSd}C{bKdpJqbIjqDkoa@xfFmuOrfKaoj@lbHggh@`iSmiy@`bL_jx@feFiso@taL_xJxmOcm]vrDikJmUwa]|uOcr]btFaqi@`{T_xb@|wKezE~~H~dAlhPla@`yDoxOvoEa|Xv~O}goA{`T_joAc_NswVuiD{`PmlUyaRcqLmnEknJ}w[osOu`GapEmcOsjNf~Cs`WubPkvF{`Lq}Q|oBkjDyeEuwCxiCuuKssFufZmb^{_G}zc@y~C_mzAd|Aqf{@}aBah]y~Pe~m@rGgntAbSy`cBfnBucf@|q@}}vAkp@o}uAdyD_us@`rAetkA~ne@kieErsTyrqAx~SmroA|_Fs{lAx{Qkbj@laQwpL`gCuq\cAkeYtfReZ`eWyad@zhPilHv_GlFhwQikZvwMez[ke@}tGlRefUv[gi[tfCcoe@uz@mjb@eCoqxAhY}}KldBm_SZgdRfzBssLzxH~tG~}H{eIviJh|Cz{KgtAhjBnmR"
"Donalda, AB T0B, Canada",52.5846882,-112.5760285,"Chelsea, QC, Canada",45.5306639,-75.8678747,"1 day 12 hours",128201,"3,376 km",3376459,"im}_IdobnTv^svsAJaz|AEmh_@D{cL}vI{t@ggHysAx|@u_JhiPszp@zxPqkh@hHiyO``Jqw_@vaG_wc@x|Gaq|AitG{_Yc_B_nn@{mD{liAIkoIruDanpAdrMccCxcGymJx~GszO``G}sRfpMco_A`wLyhq@e~C_ryAwtGwi\Dqv~@cNozd@h{Fqd^htH}cWpdGqg\}Xkib@laBegTpkBoj_A`kQmibB~`Kw~aAjyCczv@fjFu}VozAqty@z_Fof|@v}P{uuA`_Tehv@vu\ypt@h}k@awxAnq`@ykt@lmNgcd@flXwqyA{Uqy\bj]i`@xeOoeRl|Lyp`BryRmmyAdfLcjk@nmJkzUth@mzoDboH}wk@r}Hc~]jhSooSfgHouHDggG||@qdCr|@}kOqkB}u\`iJwi}@jsIystAt~LcjExoB__]{hI{af@`wIg__@fpSsb|@lk@yon@zw@i~|Ah~CiaT_wAoya@ucQeem@e~A_r[|jCi_h@l_@ayY_qMc|g@az@w_`@lwLgtUgdDkuWupLwc\q{@eqq@r{Bodh@euFmjQraFyi]tQkbpAd~Dkn\vfQeoe@dzGstInfKczVthHk}d@l`Majm@hlEokh@`cWaa_AnyKunu@xjBaoUnaFonRblJmaXtlMe`M|mAuxd@ldQaro@r|N}go@toV}`Qfh]vm@plCa~SlhMaybA~nEgsh@koHw|c@gvNg`n@ocUiz^whUmkQ_`Ycnd@e`Lw}IwmA}vFswBtqA{qFtmB}lTexKefQcdUiwIdnEynH}qDmjI`u@qbOenSarM_pHogGeqVqqB{dYe_D}pl@|PswoB}~I{{h@wmDcpj@kvAeeeBx~DgfzB{u@y{eBduDinkBzfHkrfBneOwzsAt{^aliCzgS}roAzsHweb@pYoea@huB{h`@nnNq_]fkBwxKrjI}f@`|JijYw@wvh@dpRah@dsJkrVtcW}bR~oLwaBj`k@}ohAf{LatQdsOotKhwY`aAfmUokSlb\ylc@bxWk|[~nN_KheImsPjkKilJ`qLjAtmPloJnmP`bI~tHjx@d`PagKvcSdpKndKkEdsI`yClmHs~H`wNp\`lYbpDpff@wfm@zaMujPtvQky@nvHmmCpiAy_Fv}D}yk@y~Fsn{AvnLmooBbiMsj{@s|@{vZnwJ{fZdkNcjLvxUqw[t_YqlZtsJ{|b@prT_dXbrHi`SqrB}cUx^c{e@|xE{~QbeCu_^ivDgmJ`~E{~[lhD_xQ~fEgpMciHxjAs|Bd~E"
"Irma, AB T0B, Canada",52.9133542,-111.2302567,"Hampton, ON L0B, Canada",43.970497,-78.744615,"1 day 7 hours",113324,"3,361 km",3361127,"ms}aIbt{eT~aBkmj@`mIq{Uie@wyvCf~FqucDtsIe}XeF_uoAme@_qk@ppD}zZifEocHzwk@{fjCnqUcwv@rqJ}lt@t|Kmgc@tpRkf]rgFuoGl_EmrGz}Za|Gz_h@}lOdnZ{iHjiHywIt{P{vVbxVm|T|sRonZjbTwiOz}i@gti@vlPi}VzbSqsq@t~Pcgz@~rA{fi@|b^uvd@`nQ_xXzjdA_imCzwdAsviC|`m@yjFf}p@a@flHqlLbxEm{Ut{LmnQlhGwb`@fmIvQxmGq`AAkxHLktQDeqX`}NcvBh`@mtBp[sbY~dQc]|tTmnPdoHgxF`{Wshw@vsM{{UbkW}ue@lhDoqWdiSgg[rrb@c}sCzi^kljAl`Qg{u@vi]_}BbnG{DPslMx@qe]wAq~]vFu{Qlef@e{_@|mu@cak@tvKnPnhD}rFeu@spjAarC}`cA}Q_lm@drGqn[{Ci{mA~kDgtlAfLefYp_Jy`QjwPkdT~zXsqY|fVsmN|`SyjSfuPyiJnx[}ec@xxOyzQ~hF{yV~aTs_g@|lGgia@N}h\hbJacQzfNk_`@`mE_pXjlK}iv@|sCevTpcN_wQdt@m|TzaImmFpxLgsX~bLc{_@dhM{hd@zoWm__@n|H{laAnyBci\pjOev@`@o{U{dAuyu@`gCkdk@p`EmplA~|Bweg@`~J}_^t|GwiFxnAm|T~dOscQtu`@e~d@rra@o{l@xxVkfk@lqKcnWjkS{{EdtJksLjyHoc]fcDcuLtvPozZreTmze@xvQ{xLrlGolFrcCehWfvGewXtkLmrDbdTeuE`iUcuPfzWuyMlhK_|E`vDiiT`a[cySxmY{lHjoe@uo@dbM~_BzsO}lDlcTmFxv@kjGt}Eooi@dpYovlAbrCgrt@hcMya@xeEcaF|gGcgL|zYysCnhO_xVxtOiiQp`BozV`_Aw`i@mxFwnn@{hIc~k@cyDklJuxQkjQw}X}l[y}XwsOqeWihc@{zBwys@oeGuvhAkdEgff@yUuav@ioC{ia@cvOicDc|NewJorJ{_O_zK{gCkuMmxV_kPkzAy}FsgBkiBu|KfoAinYocDkxb@gdN{nd@c`Ji{S{f@qi`@q_HsyVaDmr]apAcsg@j~Bec^|zD{g~A_iCg|i@|XaffByAeay@pjFs`PfeJcuYkd@{xW_~Ikeh@idG{h^k{Tyj_@}_Vc_Xa}Uexb@ihKkjJyhDsiYcvI_cn@{_M{y[y}X{p\igNwnV_|Jknc@ewMuis@ouFyp`@ewComMeWyhTh~@a|@"
"Czar, AB T0B, Canada",52.4532162,-110.8254472,"McLeese Lake, BC V0K, Canada",52.4153977,-122.2895691,"12 hours 7 mins",43644,"1,173 km",1172995,"swc_I`rlcTiYuh@icEp\uT`kWc{KppP{_Fh~NwsHtrVwU~hIwbDzrKouAzyI}gAtxDwlD`eEuaBdnIkhIaFs_X?mhNq@oeAbsE{lO|ml@whWbqpAsaSplbAkxEz_Omo@zyQ}|@`sSyoArtEue@|rV{AjgSgjFt`QubBbn]xvArvEgJd`Slj@dbLa`@n|F}`CnkBqnA|eE}v@d|A_pDfJixJ|Gai@HbWfqm@mFnpe@fEd~}@mSxcRccArlM}\bok@sCxi`@a|At|_@|@fbUi~AvfXdS`iEkN`|OnB`aHpx@jkJmx@dvQpr@rnYn[pyOruCbdQvZzyRo_@lzHfk@fySuhAnkV~}AznJtYbhV{[t{Qx~DxbW`ChlKgPhaYrT|wJ_HjaEgv@jrHss@vbHb_AveIp{FzaKbaDrlNjvHn~Tn|D`yNbaHtyMz}BlxA~iDrzEvyJdaM|aAbbGpzCtlFsVpkHnzBrpEpvAbnDvvAf\fcFfnAtvBnEx|Ax~AxtDnfJ|nEhuE|hMetGt{Eqx@llC`xCfxB|p@~xA~LjeAz|FgXxjPo_AfcOs|@lp\i]p_GflD`vI`y@zyIikAh}IquFjyU{rHt`S{{Jpyf@yeCrh]jO~kD`hD|`GtzC`jDlI|fKbTh{GqiEpvOcpLnhZav@`gFwvAnyCqjJ~}VscE|aQw`CdaBeiAvjEg|M|vX_w@b}IwzAfkCcd@vqHusMhs_@qoFzuLOdpDkYhzBukBlp@_nDfaHknApl@py@bcCgWbsDg`Ed|GucC|bJeqMjyQo_DnbI{`BrjBo_E|zSufAncFeb@rlAuNtdG_nBrzJikFp~K_zCrxH_x@zlHorBdaE}~D~_WsqAnjJugEhy[ijBzwIj_@~aLic@~nIpgAznFbvApgMedAvoMj|BxvNbk@xpMcSrqEyL~_GyiJxd[wY`aL|~@zuNvf@hvGba@|zDppAlqBpcE_i@xaQsHxmLiBppBdbAjnGtbAjbBquAtyFr@t`Dz`An}B_iCjqBsl@x_FaY|tCwtAnxD}dEngBgEzbCmiCftBdY`kDohBfiEms@~fCutBrnDouHl~CkfDd_EsfD`mEyfFjoH{mFt~CcAtjAfGty@h{AhdFpyNjyCltFfbBj`@byAbdBt_BkgAf|@sf@k[oo@_a@elCdvAuhCj}EpW|_DwkAvnChe@z_EmrBfkBqr@niBlh@znKbaDtkJ|`AhmDqSb_H~BxyBzvArhGoQnlIcxEzsDkh@foEimC~xAoeDfq@u`EXeyEp_AmkB"
"DeBolt, AB T0H, Canada",55.2142405,-118.0261065,"Petrolia, ON N0N, Canada",42.8818215,-82.1444389,"1 day 10 hours",122129,"3,611 km",3610940,"_`_pId~joUf{Rqfv@vrGkv~@x_@q}X`~ImOt|g@sw@hhJirQznm@gnd@p_Ukod@|bJqe_@`wEorfA~mQkgeAduL_ok@ftHwbQz}Akve@trRmtf@f|Lelt@teUutqAlhHycXhuBsgN|dHuiI|hR_lCz@q}[oJmxrAqaAujf@ziAwblDtgEql`ArzJknVfbEiqk@lyHubc@niPs_z@ssDebjAc`AsryAbkLoo{AppCqx\`rLkhWl`Oa~x@ruHaeeAti`@}p_CdxVcnTje@uvMvvs@ot_DzfPkrk@~tIs`w@dtc@w_x@|_o@suTloj@gtLvf\avYtzb@wye@fiQ{a[t_UcnL|tl@mqq@nyO_~VdoTeu~@l{IozSfBgkf@xiJ{~YhlWmd`@fbTy{^z{dAc{mChec@ongAdbUksj@p}GewLppUD~_QszBpw_@g{@boTi@|`CyaKlfDgpNhxGivM|ePkyh@t`RubBlkAuxz@d{Nu\dIgb[biYyyCffPufKtfKidQngUq{s@zyVu`d@xiMy_XvbGoyVvmOcv^hmPuucAxrUqysAdhYqggArtTihp@fsWpP`uDoQxgC}cK@c`PLkwSDkgSD{rOvzAglKlyo@w{d@xun@ypd@n{I~`Chc@cxKusBozkAgzAg{hAlLsdm@phGqlZyD{woAhtDavn@nBelVhZ_tXh|MgvSxmOknPz|ZgeYbr[arThhLkmLdiRu_OrkYq{[h~Vscp@`pTg~h@vzCivp@`pO{lb@`sOopw@|`Jgit@zbTqpc@pxBerR`_HiyFndLmxZxg^_}iAfbUi`XtnCc_c@vgHa`z@|eM~Csg@mc_@xiAags@bzCek}Ar~Feb`A~xLg{\vxF_q[f}_@_ud@twc@mzb@jgk@ywpAxgKagOp{Qa|Cn}Qsol@r|Fi_WxaSm}TxzV}ok@t`MsIfsI}gk@~`HeuPldPwcDbgg@y~VrvZe`LlpOsn`@bl[m`Ob}Z}yF`fb@ts@|me@kjDdrIow@dpAkmHvoGckp@ffWygmAxq@uni@tqFu^vyOe`IloI_mJhpIoSbiMkpH|mPcoXl}NysJdv@aelA{oResrAy~Wmi\}uX{`YyiP}zF{rFgdN}sOouR_vEeqTehBg~r@ivCwc^{nImbkA}gAw}w@a`AcfZ_jRcrDwkPk`Qu_UezPu|Ne`SqrQ_kAqeGalQ`oC}o[yuGgie@ulWmuu@awHuqz@wt@ykcAfjGymbBvf@wit@whD{hOtlAmgLhnHidBrnIoeRtN{~RN}L"
"East Coulee, Drumheller, AB T0J, Canada",51.3363087,-112.4894221,"South River, ON P0A, Canada",45.8410546,-79.3795761,"1 day 7 hours",111365,"2,955 km",2954683,"}rixHzqqmTxcKmib@boBicaCt{EwkDbs@_a[oBgxfB_qDgtC\iizAGorg@mkDyn_@_La|k@|fAgc_@xmBg]x}C{gGbVavUMmpSbjZocAzjMzvVxgFz`@d~M|w@hgCabt@n~Hwn`Av{Q}bh@d}G_ie@trW_vg@pe@i~Lh{Oqz_@|}Pc~QfsLuzGrEcwU}_Pm`{@iiGmzr@zw@mof@waEymc@qmCc}j@jd@qamAqv@w|j@ckA{pYlyCyzH|kD{pq@~fDmrKfiKksk@~cLime@~pq@mlcB~tZaiu@bli@sxtAf_`AeylBdxQmn[`zGa{MlbCsoWboCsjN|vCgeFhhLcdPxdHccb@rfRcz@?ogg@poBwbP|kLyf@dKaa[pyO_h@~fTseQhuD|xAfmCsiFrvJm|R`eMcmd@fhMafVdeKwkLx{Ji`VjT{|ZicCouiA}vJaik@u[{ze@gzD{mC{oA{wPrC_xuAfyAypb@`{Ms}{At~b@_~kA|qG_xgAvzAyy}@p_B}q]dDsjWx|GmsMbhA{iV~vA}{eB_G}eNgVgnHxgEcxB~|R_a`@Zy_ThyBurIh|Bym@~UgdOpYgxv@|qQwit@z~Lw}e@bjJs}UjL_}e@x|@mz`AdiCkng@biJy|GxjFy}N~rB{va@dsA}le@xcHilaBoM_t^piP}`k@dgi@{xvArpJajRnoKszQvoGsbUt`@ibj@|PsaWtgHiwUtwKkhTirCkrQ`cY_m]`qF_z\diE{}g@yXiur@ltC}l`@u{Fyz`@cbDafS_kAwn\zjEcxQt|H_sM||C{zWtk@yp[vzD}wV}iBaxLsx@gm^uoJo{a@_qGwxa@tkJkstAxeGwzC|oAcoUg}Cm{h@}qEg_d@_~FikYfjDa}q@xaD}me@lsEyvX{gAk_e@`F}rP`tF}af@|mCkdQpdFs_Gh}Cis@j|D}fHc@qnm@j_B{wSwc@_`Ta_IktOdy@s`G``EurThXggwAdt@wmx@h@quLpaDeaQdk@_nNgbGi~{Ao|Ds~xA_Moc^urG{rB{cLuzBszDylEidBobR_jCoyCroA}|NvwDqvNl}TrdApmKqj@_Xo_YlzEkoRxxAa{OvkD_n`@}rDcua@phBeza@zbOole@zBmln@u~@oz{@nm@gpYybDiq|@iwKmwh@epFqho@}nGag`@kgH_ef@qkAk|d@gfHkcTasCypYeeAm~WjdGkvVf{Fw~o@jtKqz_AbcEy_mAziKufTbkKsaI|pVpbCdlKy{DdbHleGriJwfBdzKlmAbjApI"
"Lougheed, AB T0B, Canada",52.7456312,-111.5444846,"Cap-des-Rosiers, QC G0E, Canada",48.8650665,-64.2107165,"1 day 22 hours",164487,"4,331 km",4331352,"e{|`I~_ygTrop@auhCvpUqzsAlvDoeyAecPmwoCNwqIrLiqj@nhDirNCybJ~nGymMrvRufVleCqlExiFsaSfjOuraAdaK{ho@iHie}@mxFqca@_qDqquApfCe`j@phNe|r@tmUwx~DboSya|BztIuhoA_tAgnoAb_XqlaChji@iipAjni@}uuAtvm@uymAh_ZaaqAnsIu}l@~h@qdZx}]mb@xyNucSjaDclq@lxNa{vAl`Ymo_B`uIguQlSarnAfJwnaBx`Motx@jiD{`Qb`[quRhsBapUiw@o}m@trP}y{Bv}B}{W``Nu{B~z@q`_@o_Imid@rbQmnn@rxLaiw@hk@{wy@`y@mikArrCw_QooAybd@arQijj@pM{vo@lgAg_`@ijL{dl@j`Awxq@~~GksMoqD}xM{zB_wRqaMe{k@jfBkcs@sjDmcc@t{GijjBxfEkl\fyKwgS~pMw|\vsJmxVt|CkdTboLyng@v_Eu_f@j{Ryxt@b`YsonBzwRurm@zwLi_\lng@a{yB|_Su~JblRtiApgJgqJftHqlu@fdJsom@ooDkmf@qt[}osAmlSgcTy}Wam[edY{}\mbFexAouF~cBkc^arX}{GmgHkqIrlEonSy_Dib]}~[orKqiiA}kBamdBpR_ba@soL}ko@ysCejhAjtCk|zEpqCerfDzvMuryCb_f@ywjDnpa@eubDrwQwf}@h_NocNtoIuvYk@usf@fmT_`CpaI}nTv|WuwQrdMepA`~^_hz@fEwco@drAi`aAtvB_nlCn`C}v\f}Hb~Fl_F{zEtgEkdLg@wlWh_Fsas@rjQmiBnd@inv@t|BwsNvlMuuQv{Csg_AbsAo_e@}`AqxYjyHknKndZyiC|gTcq@phNkwIthW{kOnz\qbVj~b@grp@j_R}gb@~xUmrVdnZqnSdxSiy_@zjUivm@bkXgl{@~IgefAb_K{}e@ge@{a]tsN_}Qz|WkuUdaWmbJ`fDktKlmDwsMwa@c_V|mWkkm@lzJo{Ol_IerDvqWi{O~gSolZfsNe_Xw`IyzPb`AszKpaG_xj@w~Dwdr@}qWqbfAwmd@w_t@m~gAyv`Baye@ocw@ki]qkq@mlRqlm@obLceg@ufZwwdAkeSero@guh@kyc@gle@kbz@qo^im`@q_|@m_s@_bNcs\}lNejPgiN}iT_pg@ibzA}kR_ia@_mTcep@u{[mqdAke_@otlBayb@a{nBs}R}c{A{}EcewAuwCww{@dwCuqf@||EsgkA`gSi~y@lz[_ct@~~Mw|R"
