"orig_address","orig_lat","orig_lng","dest_address","dest_lat","dest_lng","time_text","time_value","distance_text","distance_value","polyline"
"Eaglesham, AB T0H, Canada",55.782235,-117.88065,"Thrums, BC V1N, Canada",49.3541991,-117.5777446,"13 hours 44 mins",49465,"1,273 km",1272685,"_~msI`qnnU~oJ{j@I_wQ?gaUrAeeEtsA{gAv`@_zIcxBicV@a}n@FsuJjzAcaA~vNAnuPF~hMjZ`oAbxE`{JvRla\xaI`rYb{DltFrgCxhE~Zbyb@sw@tvJya@ztD{_DddB{bHjrIwxO~fUkvLfpRsgMzjJmxMtvMsbl@nqDajUlzAqsn@ngFg|g@rtHatJfs@yyQngDsy`@vzFuyLz}EurKzcEmkQ~m@muCgLy_K~n@{wG~lD|fAxqE`DvvPVxzApyC@huHErwDxe@h{Bt]Dnv@Fz\b@dVn\huAl{B~~Lx@jSdnCpbDnjAnfIabAx_IwTfyDog@yDmcWnpAwfD~gXEf|XlB~rPqfAbvGi^nvDgbFltG{|J~dFvi@nsEhwNtlCx`R|tKruM~jBhWz|BtzAx{FajHddFedGfjDlIr}EbmBhhHceA|lIyoPtyJ_dArz@mgDbgOktFz~FaqF`}ClqEsgDdkPtkAtmTiW|iK~wCj|Xa`Dto[uGtjTrt@ptN|eKdk^thKzgN~aCrrGhhFzrBhoFfyB|oAlyCdlEv{HvxGjhBtsFsuFxzEksAl~HqeBx{G`qI_CpgBqq@l}Qp|BluT`nBnvHtcAeeDflFvy@fsDo_EziHkrLrlMm{LrvKmgMpoG{nF||@kzFvjBqzKvwGmiDvlN}nGroGihEbxJc`LzuQsnYpwHgxQ~k@jmId{J~}Td~C|xGrsCxi@rvBg|DxnDwfH|pJ_cLd_Fk|Fr`GeoAlbDfxFj|DzfFlaBzz@`uB{Dr_IiiDlbEy}CniKeuNr_G_lApoAv[wKz|CjNxtChhDplD`{@~qJ|f@v|DlkDcj@dgDwxCf~Hk{DveL_eGxhRwoR~|FreA|b@niDtqDm{@bsHggB`uJsqB|fCsvD|aHw_LpuF_a@`fRn\j_JwqBdgBsx@v|G`IdnCjwCrtC}MljFyzBh`L_uGdgMerKtkBreCj~BhyFnqAsJveEx`IjuEzmGfaGzsHffC`mGn`D_}@`~AutA~i@bjAn`CaxEh|GkUhjJpqAbzEtiGl}DlrSxsCjzDloAun@rbEbgClkD`cDjnCjsD`p@nkJ}kEpeEanHfjOpdArzV~eD~tKl_Dvx@bv@buC}bA|yGimB|xBcgA|ePezA|cCh@l`BjPlbHuf@laH`hF~dS|n@jqNlWvuGrzDzqHhv@|bLz_G|yJw~@zzD{cIzsNc_HkgCavIdmDwlApoB`KhoGdh@vtH}aJnr^r_@dsLkuAvi@qjCyh@ekDxuAcyC{cBcyDcwG"
"Longview, AB T0L, Canada",50.5313419,-114.2337204,"Latchford, ON, Canada",47.329887,-79.810964,"1 day 7 hours",110999,"3,013 km",3012528,"{klsHvgfxTojEePcfEVc`@ceNkBird@J}jNorOfA_`Are@aaCkm_@sBwe{@aKqts@egIo~As{@_pIcbL_wGcvAsx_@hwDikVTw{JHki^ziAkyKjvDso@|kCkpGfiFuhJhhHwo_@`sGol`@x`Vyjo@htOayg@jxd@{~_AhqOytq@rlPqkg@f~Rg|^eyA}aZr_Dub_@fdBu_m@kvBc`\adCezkAgxBcjt@ohHq|s@icIer{AmnL}rl@g{GgfRgfMchv@siLemr@cyEigj@wyEmxb@|a@m}TwCy`]wjGk|h@kBgllAyzB_etAbqHi|Ylv@ygh@`fEipMkRkbq@FifoAcmCc}j@gmDueFcAwtRgwDwu]yyH{tuApK}kb@huG_|d@duKwzb@vXc|Zvq@srj@d}EugzArzKiccAdiYgdlAxrg@m}~Atlb@yxyAbp@{lo@mwH_uZ{cC{eQexGsrl@szA_u{CavBggg@g{DseKizC}su@`Aa{z@lqD_`MywCeoLp~Benm@plKwpgAtnCctj@fU{sMddMf]`zButFoqEenf@ejCuyZv}Mwub@nnOa|x@|vAgk~AdzAgviAmEavVihHc_U{aHgxTo{@{oQdx@w_TxZm`Q`~@u~]qoDiu[qjFuaNczB{y`@jh@{~HdkJ_wD{KauPyyCu_MofEa~TquHmjWnSasQfzAant@{jDerb@phFs}RjJkk`@Oobn@rtDqzFxlDyv]hqKgiSbjDseK~kCekGzfFeyAddEye`@rdE_sOdkK{oj@t`H{gh@ftS{h|@jwGesZv|BqeZ`dFgco@bfLouJt_E}kTxsIe}GbiD{hKkYsc\d`P_q^bpH{jo@rcSaw\t~KgzDxoHveAtzPz\xhD_hPvcEiuXlgEsna@xlJgjm@gxTmznAigNcbWqlDe_PcvVu_S_wKkiEczIcnZusPkpGkbEeyMmxMtwBsaWw{O}{F_bLsvQzeC{pDs}EeoCdzCawKy`GmmZ_i^}pF{id@wtAuvd@gdAeku@euB{qT~hEe}e@}`Biu[syPoen@|DgtyAi^maa@d~@ix_A|iBqec@zi@_fvAyl@}iuAnwDodt@l`BmkmAxke@{keEbni@so`DtaFcxlAt|Qqki@prIiz@lpF{lKb|Byi^u@ezVfeSycAlbJs}UbuKm`LrzOodHpiGrKjxRmk\xtNe}c@nwZi`c@~wYyfA~vJrr@pyM_oItiSahZbgGwsIbyZyb[~lCw_HxqNoQzwIoeRfcLwrHh`PvrCpaVf{I`lJxfJ"
"Girouxville, AB T0H, Canada",55.7539583,-117.3386639,"Armstrong, ON P0T, Canada",50.2956232,-89.0517589,"1 day 4 hours",99808,"2,559 km",2559191,"gmhsIrudkUz~D{KBcfHFih\hrXqq@`{RJtkErkC|sTxfFl~r@|qKbeMvaD`ah@cw@fgJmeQndFujK|`MasFlmWcgPdoLm}KfjH}~Wh{Iix^p`FecgApyHabf@lcFayF~n@uhVntLuqk@rsHm_Qj~Aive@bmQwce@zmLg|b@`s@eaR|fMsfg@`~Fumi@dhHibX|tBcdNdN}`IvnGePvqQHj^kkAp@_x]wIa|rAyaAqkf@blAed`AqA}tfB`gEitdA`zJ{jVu_@{|YxbFcvPnzHuac@t}Dqs`@lkJoiXusD{peAi`Ase~A~wH{b{@drBub_@jgCal\buLa}WphIm|W~|Dyh^z|Bihj@nwDgp[haPq}dAhfOkyy@zbN{rIzrG_vI~e@swMxe_@_vzAf{RarbAxzP_yl@jxEgtSviBct`@rt^{~r@xrDu~ElvKssIneKsdYhvCcr}@|}EyluAlwIywi@huFsvw@xxKejcAviAkyWrScxZ|hDcaCtpAcyKcD}xIygAk~LeK{naAheJwlo@rpLgmg@dGqph@~cUyno@zt\ghv@vlp@wn_Bvh]crm@nyEwfHpwEwbZflLqul@nsIu}l@~h@qdZx}]mb@xyNucSlWmff@|hCudJvrGqoo@xwQklyAhmMqml@rjDsrOliDsaAlSarnAfJwnaBx`Motx@jiD{`Q|qKwkQdmNyh@~i@erRhhA{|Al_@imPwwAeo\jfKknaAhkDqjy@v}B}{WzYsoCdeM|R~z@q`_@o_Imid@rbQmnn@ptLyfa@`CgaUhk@{wy@`y@mikArrCw_QooAybd@arQijj@yjAa|Zd`Cadh@~e@ycZssGy}Ta{CgwGkc@cuIo_@{r_@feCwnFrwFunBjf@ucJoqD}xMSw{H}qLkb]{iCasWluAocYnnBu~g@eiGscTp}Gma[{@{gnAdwAyQj{AasFfRoeTfyKwgSvaDupQfnHakJjgHqzDjkA{|Pt|CkdT~mBebPl{M_vl@ld@iuOvlEmkWlcVod`AnqGewWnwBom[h_CypUyAgvKrqFk}F`hKa}XfmLsfKxuAihd@xzGi}MtvGy|b@blFof]brAgrHorBcfDk{PirAmcEsdFirFeeGilAcqGmfDmeBumE_yXydCeoSqoC}|QkGkxFkd@klEipTo|DimL_mA_xEshGmkLs{Hs}IkdJibGe_FaaF_|@gsJ{tBoqHlhBgcKenCspRv^y|UmyG_eJ`fGwzGuq@owCy}CyxCk~AsoIldAanF{|AwtCe{HyfClA"
"Wandering River, AB T0A, Canada",55.2015668,-112.4660805,"Évain, Rouyn-Noranda, QC J0Z, Canada",48.2391479,-79.1285185,"1 day 8 hours",115280,"3,078 km",3078168,"yp|oI~_mmT|m^nqG~xSmp@~hFh}GjbM`hC`Y}vp@d}@yn^jjH}_]j|CqaEbrPtOldI}xA~XibMfjKwoGx~U{{O~dIgXto@}rLbgh@sPrnAovPlyDcx@h{JoqFvlX@jaCg}Rnv@erw@_PglrAvkB_oWpaMwtLtxDcpYroPu}H`s\{yA~h@ydq@rnCc|JjkFmd@vbLx^zbIa`D`cIDbKimChgBc~HfjEakN`rO{a_@|wFk`TplA_dw@piMyuv@nhPinlA`nGw~Wl|MciJ~sHakO`gf@sgzBphe@_umBxz@q_]lvT_le@v{Na{QvtCwkJdmHce@dU_dPrvG{`JpdGqg\fg@yam@lhC_~o@ppJ}o`B`kKkxv@dmJgv}AzhFwvIj@}eLefAqqOiS_bi@fcDczr@rvQwuz@vb@okc@v{H_s\fxW{fo@fzJaiRtmX_qu@`oMy`^v}p@wajA`|^{bjBr_@apk@bj]i`@zuEy`H|nHucIpcAwjc@blFwz_@rjOgluArrZip~Ax{Cu_C`g@_{k@j@{~pAn|A}b~@npOur}@jhSooSfgHouHDggG||@qdCvqBulIaqCipL`pBggl@dvKuwcAv}Bawn@va@_uNvcMl^`}BofFkyDy|d@keD{s\|q^qkvAvhAgz`B`iB{kmAcgHgll@idJueg@xoAaqf@_iBgvz@uoFm~Mk{Bi}`@jf@izHjiJq|DbQikPspD}bMsbEq~TmxH_fWhN}wQ|xAaqt@{nD}hb@ryFu{l@Qszu@btDskF~gDia^ztKegSp}Cs`Kz|JyiJ`lKa`q@jjT_vsA`iSiny@~`L}fx@xeFiro@~bL_wJnoO_m]zoDepJ}U}|\bwOsu]`yFk`j@xzTgnb@fsKgoEv_IveAvjPd`@|uDa{OzmEuzXtbPkkoAeeT_hoA_bNa|VqjDiaP}oUmaRkkLmjEwmJou[qtOw`GeuEo_OmdNxxCiaWgbPowFaaLk{QrtBckDyiEiwCllCeuKsuFsjZwf^{zF{~c@i|Cm`{AwqBoaUtjEe~d@aaBit\y}Py_n@nEkkuAlVwfbBxmBsbf@tp@i|vAwo@syuA|xDwxs@dvAkflArme@sfeEbqTa`qAx_TcwoAfaF{~lAvzQiyi@rjI}f@duFajKdfCs_]aAkvXdpRah@l~Viuc@pfPakHzaGhGn|QcvZtqMk|[cg@ilGjR_iUpY{h[`iCqoe@sz@mdb@kCwrxAfYi`LbeBi~RXylRj{BehLxxHbtGz|HidI|jJ||Cd|Kyv@dhBpoQ"
"Donalda, AB T0B, Canada",52.5846882,-112.5760285,"Chelsea, QC, Canada",45.5306639,-75.8678747,"1 day 12 hours",128438,"3,376 km",3376458,"im}_IdobnTv^svsAJaz|AEmh_@D{cL}vI{t@ggHysAx|@u_JhiPszp@zxPqkh@hHiyO``Jqw_@vaG_wc@x|Gaq|AitG{_Yc_B_nn@{mD{liAIkoIruDanpAdrMccCxcGymJx~GszO``G}sRfpMco_A`wLyhq@e~C_ryAwtGwi\Dqv~@cNozd@h{Fqd^t~HknWjzFqf]iY{aa@zbBurVxjBs_}@fvI_ii@ntFy`x@xaKg`bA|yCovv@jgFkbWizAma~@zbG{{z@zzOetrAdaTcdv@b}\ycu@ttk@obxAds`@}mt@zmNajd@~hXwhyAiSmz\~j]u^bjOqkRrvLan`BxwRgryAvkLuvk@njJ_dUnf@s}oDz_Iifm@xlHup\npSklS|~GyoI@upFn}@gaC|z@{nOcjBqx\tmJq}}@xnIi}sAr_MmgE|mBe`]aiIibf@l{Ioe_@vlSes|@lk@irn@bx@ue|An}C}dTkvAgxb@mfQwdl@m{Auo[~iCo_h@b`@yzYiqMo}g@mv@k``@rtLkrUydDkrW_sLyf\wz@qxq@j|B_|g@}wFmoQ|fFyf]dPy_pAbtDonFjIu|TvyK{cSfkDglQv|GqxIzdKsvVdgH__e@faMwjm@xoEaih@``Wqa_AdxKinu@tpIg_i@`lJ{cXzkMu|LfmAivd@`dQavo@neOaoo@ngVguPlh]di@vlCk~S~gMaxbArlE{qh@coHw|c@ksOu{n@mjTo_^weU{iQoaYcrd@i|KyyIouAwpFgqBnmAixF|oBchTq|KoeQgbUwvIfnE}oHotD_iI`v@qdOwoSysMelHccGctV}pBmiYw_Dwml@fQezoB}_J_{h@slDqqj@svA}ueBj~DuwyBsv@sjfBdvDixjB|gHovfBxeOsxsAn{^gjiCzfScuoAlvHijb@zXgaa@htB}f`@vnNk`]zkBgvKzlIsk@hxJepYw@slh@`vRgp@dnJykV`eWgbRfqL}_Bt~j@yrhAx{L}rQxzOyrKnoYt`AlqVyzTf~Z_`b@|vWwy[noN}K~gIo{PrrKacJhgLpAfpPzpJnjPtdIluHfs@v_PqfKxeSlpKxbKoEzvI`wCnoHihIrcOvu@dzXpaDhgf@mim@v`MsgPruQex@zvHumCvhAobFb}Dgzk@keGin{AtuLcooBfiMqh{@g~@u}Zv|JmaZhhNwhLhyUkx[x~XslZx{J{}b@x|]mcl@seBefVtRmyd@nxE{~QvdCsd^evDwhJhaFqa\leDitQdgEspM{iHdlAe|Bp}E"
"Irma, AB T0B, Canada",52.9133542,-111.2302567,"Hampton, ON L0B, Canada",43.970497,-78.744615,"1 day 8 hours",113440,"3,361 km",3360741,"ms}aIbt{eT~aBkmj@`mIq{Uie@wyvCf~FqucDtsIe}XeF_uoAme@_qk@ppD}zZifEocHzwk@{fjCnqUcwv@rqJ}lt@t|Kmgc@tpRkf]rgFuoGl_EmrGz}Za|Gz_h@}lOdnZ{iHjiHywIt{P{vVbxVm|T|sRonZjbTwiOz}i@gti@vlPi}VzbSqsq@t~Pcgz@~rA{fi@|b^uvd@`nQ_xXzjdA_imCzwdAsviC|`m@yjFf}p@a@flHqlL|_FkjVv~L_eRroGon^b`O~BvhAgpS\q|d@l`Okj@b]eyKp`Ba~OdhRo\vrRsePvvHufIf_Wa`v@`jMkmUn}JetMdhK}rW`uDsgWrdSw_\|gc@glvCts]qagA|oQwfv@hi`@e}AxsCeuHDcuOb@koUk@mf^vIcdNh_h@mx`@rwu@ohl@jwIlhBneDofGo_AoqjAykCa_fA_Sa}l@~rG_g[gDe`lAblDu~kAzP{hZvtJa_QjlQgmTpfXgpXhhXgrPbuP_gQvgQimKv_[uta@vxP_`UthEidTx}Soyf@bjGqyb@lEc`[prJk|Qp_Nmu_@j}Dw`YljKsju@fiDcdTtuMwhRdz@epTn~H}mFxrLe|XxeLkx_@zmMmue@rtWqu]ntHsfaAftBkh\pmOee@_EyxXi_Ayss@hbCo`k@p_Ew_mAxjC{bg@|kKc|]|tGgbGly@o{SvcPwjQho`@crd@fab@srn@hbVqaj@tkLqtWtbS}wDpwSuhk@faDkfMn`Sem\b~T_sh@|zOaxFxfF}fIrbCmbWlpHycYh{L{bCvlSqhEndUmnP|}Xi`NbmJi|F|eD}lSvd[ciSrl[ihHfic@mg@v}Nz`AdtNmtChcSwLr_AmyGr`F_tj@|jYgwlArsCkvr@dlMa_@pxDgsFtkHeyK~uX_jDlwOa}VfnPunPrp@k|Vb`Aiin@aaGmdj@sfI_fk@grEmoJ}oQ}oQovXke[osXwuOqdWuud@}gB{bt@qvG{`iAweEyzd@sy@abw@sfB}f_@qdP{iDazNylK}wJgtNyoKqyCsyM{xU_`QizAy{FwyCm}Aw}JbiBozYiyDkkb@oaNgwd@o_JqnSq_@ae`@_~GwvWsDye^imAigf@juC_n^r_Dwx}A_nC{zi@f`@olhBwAe|w@zuFsaOrsIadZi`@qlWkkJwyj@kfGo~[gwT_s_@s}UoiWk}Ugrb@ydK_xJsuDye\weIg`k@ezMep\kzXe`\a`NkbXavJ}cd@_gNusr@wcIkbd@edAwbK_iAqlJniCulG"
"Czar, AB T0B, Canada",52.4532162,-110.8254472,"McLeese Lake, BC V0K, Canada",52.4153977,-122.2895691,"12 hours 10 mins",43816,"1,173 km",1172995,"swc_I`rlcTiYuh@icEp\uT`kWc{KppP{_Fh~NwsHtrVwU~hIwbDzrKouAzyI}gAtxDwlD`eEuaBdnIkhIaFs_X?mhNq@oeAbsE{lO|ml@whWbqpAsaSplbAkxEz_Omo@zyQ}|@`sSyoArtEue@|rV{AjgSgjFt`QubBbn]xvArvEgJd`Slj@dbLa`@n|F}`CnkBqnA|eE}v@d|A_pDfJixJ|Gai@HbWfqm@mFnpe@fEd~}@mSxcRccArlM}\bok@sCxi`@a|At|_@|@fbUi~AvfXdS`iEkN`|OnB`aHpx@jkJmx@dvQpr@rnYn[pyOruCbdQvZzyRo_@lzHfk@fySuhAnkV~}AznJtYbhV{[t{Qx~DxbW`ChlKgPhaYrT|wJ_HjaEgv@jrHss@vbHb_AveIp{FzaKbaDrlNjvHn~Tn|D`yNbaHtyMz}BlxA~iDrzEvyJdaM|aAbbGpzCtlFsVpkHnzBrpEpvAbnDvvAf\fcFfnAtvBnEx|Ax~AxtDnfJ|nEhuE|hMetGt{Eqx@llC`xCfxB|p@~xA~LjeAz|FgXxjPo_AfcOs|@lp\i]p_GflD`vI`y@zyIikAh}IquFjyU{rHt`S{{Jpyf@yeCrh]jO~kD`hD|`GtzC`jDlI|fKbTh{GqiEpvOcpLnhZav@`gFwvAnyCqjJ~}VscE|aQw`CdaBeiAvjEg|M|vX_w@b}IwzAfkCcd@vqHusMhs_@qoFzuLOdpDkYhzBukBlp@_nDfaHknApl@py@bcCgWbsDg`Ed|GucC|bJeqMjyQo_DnbI{`BrjBo_E|zSufAncFeb@rlAuNtdG_nBrzJikFp~K_zCrxH_x@zlHorBdaE}~D~_WsqAnjJugEhy[ijBzwIj_@~aLic@~nIpgAznFbvApgMedAvoMj|BxvNbk@xpMcSrqEyL~_GyiJxd[wY`aL|~@zuNvf@hvGba@|zDppAlqBpcE_i@xaQsHxmLiBppBdbAjnGtbAjbBquAtyFr@t`Dz`An}B_iCjqBsl@x_FaY|tCwtAnxD}dEngBgEzbCmiCftBdY`kDohBfiEms@~fCutBrnDouHl~CkfDd_EsfD`mEyfFjoH{mFt~CcAtjAfGty@h{AhdFpyNjyCltFfbBj`@byAbdBt_BkgAf|@sf@k[oo@_a@elCdvAuhCj}EpW|_DwkAvnChe@z_EmrBfkBqr@niBlh@znKbaDtkJ|`AhmDqSb_H~BxyBzvArhGoQnlIcxEzsDkh@foEimC~xAoeDfq@u`EXeyEp_AmkB"
"DeBolt, AB T0H, Canada",55.2142405,-118.0261065,"Petrolia, ON N0N, Canada",42.8818215,-82.1444389,"1 day 10 hours",122190,"3,611 km",3610554,"_`_pId~joUf{Rqfv@vrGkv~@x_@q}X`~ImOt|g@sw@hhJirQznm@gnd@p_Ukod@|bJqe_@`wEorfA~mQkgeAduL_ok@ftHwbQz}Akve@trRmtf@f|Lelt@teUutqAlhHycXhuBsgN|dHuiI|hR_lCz@q}[oJmxrAqaAujf@ziAwblDtgEql`ArzJknVfbEiqk@lyHubc@niPs_z@ssDebjAc`AsryAbkLoo{AppCqx\`rLkhWl`Oa~x@ruHaeeAti`@}p_CdxVcnTje@uvMvvs@ot_DzfPkrk@~tIs`w@dtc@w_x@|_o@suTloj@gtLvf\avYtzb@wye@fiQ{a[t_UcnL|tl@mqq@nyO_~VdoTeu~@l{IozSfBgkf@xiJ{~YhlWmd`@fbTy{^z{dAc{mChec@ongAdbUksj@p}GewLppUD~_QszBpw_@g{@boTi@|`CyaKlfDgpNhpHgkNhnOcwi@lf@sbAdfRahAzoBe}w@xkLkh@lKe`[~|Y_jDh{OwhJveKcvQbmUqjt@xfVquc@poMugXrnGkoVn`O{g`@t}Q}ngAriTiynAp`Y}~fAjgOwpi@|`LceE|lPrE`lHkm@Lgfa@B}ad@VmpNrmBezJfls@umg@xkl@eia@djHf_CvM}mMymB}yjAotAyjjAxW}qk@t|Fea^_EginAltD__n@xAepWlk@cbVboMcfS|lO{rP`_\_vYdn\kcUhi_@cd]x_XadZfcW_pq@bmT{zg@ziCa|s@l~Ouf_@tzL{{\duAksZvsIgat@dfTk`d@r`DisQ`eGixFddLwe[fq^__jAhqTodWdkCqnc@`uDez^lxD{oYv|JkIybAyea@jjBc`q@lpCan~A~kGc~~@nqMs_]|}Euo[~_`@iid@dad@{vc@tdk@sopAnoLilNfqPkqDtvQsil@zzFwuVzjTmiYx{Uc~f@|_M}T`~Icym@z}Ge|MrrQ}~Cdne@ijWn|ZmrKtuOkka@hz[}mNbpZypFpjb@v|@zrg@urDvfImvJrcHy~q@hnVg`pAhs@iyd@zbGcZ|nOueI|jIweJ~xIiY`mMmkIrcPaxWz{N{mJfl@q`mAepRwarAi|q@i|u@ifPucGypFkmNiiPykSk|Du|S{wBikt@ueCw}\}bB_wj@yrFul`@{cActx@}|@gsWwbSylD}jPgeRglUi|Qw{MkaQsvQcgAa}FyzQf}Cut[ujHiue@siWuvv@{sH_ey@{k@aecAv`GgrcBjk@ces@_lD{kO~kAyhLvbI}wAtlIcof@"
"East Coulee, Drumheller, AB T0J, Canada",51.3363087,-112.4894221,"South River, ON P0A, Canada",45.8410546,-79.3795761,"1 day 7 hours",111808,"2,953 km",2953128,"}rixHzqqmTxcKmib@boBicaCt{EwkDbs@_a[oBgxfB_qDgtC\iizAGorg@mkDyn_@_La|k@|fAgc_@xmBg]x}C{gGbVavUMmpSbjZocAzjMzvVxgFz`@d~M|w@hgCabt@n~Hwn`Av{Q}bh@d}G_ie@trW_vg@pe@i~Lh{Oqz_@zvOaiPlvM}fIhNmtUkbOccv@_aHafw@~j@yef@{`Eci\unBqto@dFuxoAod@yih@a{BefYhkDmsKhxDshp@v{BiqLhy@}rOfhJupZvkHar\hst@mrkBdqZsbu@vui@_}uA|e`AshmBviR_x[toKeff@lfDgpNzxC{~FhnLonPz}Gswa@pd@`Qr`QczA?wzg@zoBmaOxkLkh@lKe`[~yOug@~aIiaCxdJccMnuDjyAvkCijFt~JwiSr~Lced@jhMwbVzdKwmL`{Jq~UvR}zZwdCutiAcvJgpk@sZite@o|DssComAq`QtCyluAfyAumb@h{Mw~{Al_c@s~kAxpGqeiAtzAmk|@r_B_q]`EolWh|GkqMzgAeqV|vAe~eBcG_}MyUenH|yEcxCtjRea_@l@uyUnyB{wGl{Bmn@xUkeOdZewv@vqQ_jt@baMadf@thJyxUfK}hf@||@gp`AbjCmjg@`vJarHd~EuiNrqBwxa@xsAyqe@~bHydaBqLut^zhPcbk@|pi@i~vAxgJ_dRxqM_xSdlEs}Sta@}mi@~O}|VdiHixU|uKcfTwqCcrQj`QooT~mJcyPr`AesOpqDctg@h@{qp@~oEujYu{Ceyf@gyD{iV{oCyqIvsA}lc@djMmqUbrD{ye@lpDsl\sq@wiM{`@mcc@kiLw`U_{Fk_j@xgIsojAlhCixR~uFunIuwC_pq@o`M{{y@we@{f]hfCkzWdqB_hf@t{F{vV_Oi}g@qrG{se@rmAapPvnGw}T{k@k|k@jvDuq\pjEm`Igg@_j[~Ks|Hh~CsZraFs{RhiDglc@lCwdrAvv@iwLsLyuVnhD{oOnHwpYnd@wyy@mdGkbz@_fEkcbB_jZcjJdPu}KsgGkaPliEcvUd~Ba~FfpDd`Ad{EjvAnvQeBxp@}iPmh@omJfxCiiIpqBuwSzxAceKhdBw~a@kvCck_@h}Fo~a@`cHagYzfCwb`@ilDaxbAnc@kvx@uaGo{y@ejGsqf@{xFktj@qfKq_a@o}GyzhAynBspIsgFejBmlDkjj@xhLmhm@reFe_s@pzFcxa@rvAm~x@ltGgjl@fzNo{PvmNli@noTw|AvzInpDrfFmt@toU|~A"
"Lougheed, AB T0B, Canada",52.7456312,-111.5444846,"Cap-des-Rosiers, QC G0E, Canada",48.8650665,-64.2107165,"1 day 22 hours",164996,"4,331 km",4331351,"e{|`I~_ygTrop@auhCvpUqzsAlvDoeyAecPmwoCNwqIrLiqj@nhDirNCybJ~nGymMrvRufVleCqlExiFsaSfjOuraAdaK{ho@iHie}@mxFqca@_qDqquApfCe`j@tmN}as@biU}u~DloSca|BxsI{koAysAkwoAh_XmaaCxli@{npAtki@_muAvxm@y{mAlaZekqAbnIoul@dl@o`Z||]qb@jzN{eSd`Dwkq@bxNaxwAtrYgx_BlcIslPtRmeoAbLi_aBraMiyx@rgDa{P`q[osR`bB_qUuw@s~m@rvPwi}BdxBitVnnNc|BctGqcdApoQ}bo@doLysw@fk@i{x@by@glkAnqC{}PooA_ad@auQgrj@zRmoo@dfAq{_@qjLyel@|`A_vq@f_HiuMssDkyMi{B{vR{_Ma{k@leBofs@wiDccc@h|GyejBjhEkm\nzKmiSnoM{z\~qJ}sXd}C{iRdoL{mg@r_E_`f@paSwcu@jzXcenB~|Raym@`rL_{[`qg@uyyBl~Rq{J~kRliAlgJ}wJbuHmiu@~cJamm@{pD{nf@a_Ha`h@iuRunj@{lS{aT{}Wko[ibYk`]sdFepAytFfaBee^cwXglRktAsqSs`Dk`]__\}oKujiAskBgsdBvQ_}`@qxLyep@ojCspgA~vCeq}EznCk}cDrwM_tyC`~e@cvjDxvOicgAbzPwszA~uQsb}@zdNgiN|lI}lZ_Cave@jnTuaCbaIqnT~~WawQvcM}oAx{^iiz@`G_go@joAc_aAjwBuulCbbCej\l|H~{F~_FmzEdfE}sLaAajWzaFkvr@tiQ_hBtd@gqv@x|BcsNrlMmuQ|{Ckd_AlrAmae@y`AqyYb|HgkK~cZglClgTus@bkNgvIpsJoiA`rKk`Mnx\yeV|`c@_sp@j~Qmab@jzU{rVblZ{nSxxSwy_@fiU_wm@~jXqm{@nI{gfAxfK_~e@wk@s~\zzNmbR~tWgmUvjWqkJh}CylKjlDmrMeb@u`VxoWyjm@hyJayOr_IstDlrWqzOfjScqZdoNizWeaIk{PzcA_bL`~Fwuj@kdEirr@grWsxeAoie@m~t@iagA{v_Bwue@e~v@yg]ajq@imRamm@abLqfg@ofZwudAqfScso@mzh@y|c@ege@q_z@wo^ck`@}~{@u_s@so]s}m@ijNuoTumg@i|yAenRwla@wjTscp@q|[aqdAge_@sulBoxb@eznBk}Rse{AucFifwA}qCau{@jvCyrf@|}EaekAxkSkfz@hv[qzs@f~Mc|R"
